Class,Alcohol,Malic acid,Attribute,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
1,1.1109751025314278,-0.5891796926965027,2.12,16.0,101,3.1,3.39,0.21,2.14,6.1,0.91,3.33,985
1,1.3580280955361046,-0.283974223193872,2.4,18.8,103,2.75,2.92,0.32,2.38,6.2,1.07,2.75,1060
1,1.1603857011323622,-0.5442965354167041,2.27,17.4,108,2.88,3.54,0.32,2.08,8.9,1.12,3.1,1260
1,0.060999882261548254,-0.5442965354167041,2.04,12.4,92,2.72,3.27,0.17,2.91,7.2,1.12,2.91,1150
1,1.0245065549797903,-0.6161095870643819,2.6,17.2,94,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265
1,1.0121539053295565,-0.5263432725047846,2.42,14.0,111,3.88,3.74,0.32,1.87,7.05,1.01,3.26,1190
1,0.9503906570783863,-0.3916938006653888,2.68,17.1,115,3.0,2.79,0.39,1.68,6.3,1.13,2.93,1375
1,0.9133327081276855,-0.5981563241524624,2.25,16.4,118,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060
1,0.6909850144234759,-0.5442965354167041,2.46,20.5,116,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120
1,1.5062598913389122,-0.5712264297845833,2.3,16.3,118,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970
1,0.3574634738671595,-0.3288573804736707,2.68,16.8,102,3.0,3.23,0.31,1.66,6.0,1.07,2.84,1270
1,0.8886274088272182,-0.8135954790954959,2.5,16.7,108,3.4,3.67,0.19,2.04,6.8,0.89,2.87,1285
2,-0.7789802939543575,-1.2534504204375223,1.36,10.6,88,1.98,0.57,0.28,0.42,1.95,1.05,1.82,520
2,-0.828390892555292,-1.1098243171421667,2.28,16.0,101,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680
2,-0.4454587533980411,-0.8764318992872138,2.02,16.8,100,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450
2,0.826864160576048,-0.9751748453027709,1.92,18.0,94,2.1,1.79,0.32,0.73,3.8,1.23,2.46,630
2,-0.7789802939543575,-1.0828944227742876,2.16,19.0,87,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420
2,-1.0260332869590343,-0.7956422161835763,2.53,19.0,104,1.89,1.75,0.45,1.03,2.95,1.45,2.23,355
2,-0.7789802939543575,-1.0110813711266098,2.56,18.1,98,2.42,2.65,0.37,2.08,4.6,1.19,2.3,678
2,0.13511578016294998,-1.1906140002458043,1.7,15.0,78,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502
2,-0.7789802939543575,-1.0469878969504487,1.92,19.6,78,2.11,2.0,0.27,1.04,4.68,1.12,3.48,510
2,0.4192267221183298,-1.2534504204375223,2.36,17.0,110,2.53,1.3,0.55,0.42,3.17,1.02,1.93,750
2,-0.9766226883580976,-1.0290346340385292,1.75,16.8,151,1.85,1.28,0.14,2.5,2.85,1.28,3.07,718
2,-0.8778014911562286,-0.6520161128882207,2.21,20.4,103,1.1,1.02,0.37,1.46,3.05,0.906,1.82,870
2,1.061564503930491,-0.741782427447818,2.67,25.0,86,2.95,2.86,0.21,1.87,3.38,1.36,3.16,410
2,0.6045164668718385,-0.6071329556084222,2.24,24.0,87,1.88,1.84,0.27,1.03,3.74,0.98,2.78,472
2,-0.013116015639855648,-0.5981563241524624,2.6,30.0,139,3.3,2.89,0.21,1.96,3.35,1.31,3.5,985
2,-1.2854389296139446,-1.1188009485981263,2.3,21.0,101,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886
2,-1.656018419120962,-0.4096470635773083,1.92,16.0,97,1.61,1.57,0.34,1.15,3.8,1.23,2.14,428
2,0.036294582961078826,-1.2893569462613612,1.71,16.0,86,1.95,2.03,0.24,1.46,4.6,1.19,2.48,392
2,-1.4336707254167524,0.49699271347462415,2.23,18.0,112,1.72,1.32,0.43,0.95,2.65,0.96,2.52,500
2,-0.828390892555292,-1.2085672631577238,1.95,14.8,136,1.9,1.85,0.35,2.76,3.4,1.06,2.31,750
2,-0.37134285549663937,1.3767025961586772,2.4,23.0,101,2.83,2.55,0.43,1.95,2.57,1.19,3.13,463
2,-1.2360283310130102,-1.2714036833494418,2.0,19.0,86,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278
2,-0.3466375561961699,-0.4724834837690262,2.2,18.8,86,2.2,2.53,0.26,1.77,3.9,1.16,3.14,714
2,-1.1372071338111391,-1.0828944227742876,2.51,24.0,78,2.0,1.58,0.4,1.4,2.2,1.31,2.72,630
2,0.060999882261548254,1.3677259647027171,2.32,22.5,85,1.65,1.59,0.61,1.62,4.8,0.84,2.01,515
2,-1.4336707254167524,-1.2983335777173208,2.58,18.0,94,2.2,2.21,0.22,2.35,3.05,0.79,3.08,520
2,-0.4084008044473402,-1.2175438946136834,2.24,18.0,99,2.2,1.94,0.3,1.46,2.62,1.23,3.16,450
2,-1.0383859366092678,-0.6520161128882207,2.31,22.8,90,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495
2,-1.6683710687711957,-0.5981563241524624,2.62,26.0,88,1.92,1.61,0.4,1.34,2.6,1.36,3.21,562
2,-1.6807237184214292,-0.2480676973700331,2.46,21.6,84,1.95,1.69,0.48,1.35,2.8,1.0,2.75,680
2,-1.1372071338111391,-0.903361793655093,2.3,23.6,70,2.2,1.59,0.42,1.38,1.74,1.07,3.21,625
2,-1.1372071338111391,-0.45453022085710676,2.32,18.5,81,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480
2,-1.2360283310130102,-0.741782427447818,2.42,22.0,86,1.45,1.25,0.5,1.63,3.6,1.05,2.65,450
2,-0.38369550514687295,-0.7238291645358985,2.26,20.7,80,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495
2,-0.8778014911562286,0.44313292473886573,2.22,18.0,88,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290
2,-1.7054290177218987,-0.31090411756175124,2.28,18.0,98,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345
2,-0.6554537974520169,-0.7328057959918582,2.2,19.0,162,2.5,2.27,0.32,3.28,2.6,1.16,2.63,937
2,-1.4707286743674532,-0.19420790863427467,2.74,21.5,134,1.6,0.99,0.14,1.56,2.5,0.95,2.26,625
2,-0.8778014911562286,-0.8315487420074154,1.98,16.0,85,2.55,2.5,0.29,1.77,2.9,1.23,2.74,428
2,-0.7789802939543575,-1.1367542115100457,2.1,18.5,88,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660
2,-0.8778014911562286,0.7483383942414963,2.21,18.0,88,2.85,2.99,0.45,2.81,2.3,1.42,2.83,406
2,-1.1372071338111391,-0.2301144344581136,1.7,17.5,97,2.23,2.17,0.26,1.4,3.3,1.27,2.96,710
2,-0.49486935199897775,-0.8943851621991332,1.9,18.5,88,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562
2,-0.8160382429050584,0.1020209294123963,2.46,21.0,98,2.56,2.11,0.34,1.31,2.8,0.8,3.38,438
2,-1.4583760247172197,-0.5532731668726638,1.88,19.5,86,2.5,1.64,0.37,1.42,2.06,0.94,2.44,415
2,-0.6060431988510825,-0.5442965354167041,1.98,20.5,85,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672
2,-0.7172170457031872,0.19178724397199323,2.27,22.0,90,1.68,1.84,0.66,1.42,2.7,0.86,3.3,315
2,-0.9272120897571632,-0.5442965354167041,2.12,19.0,80,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510
2,-0.3466375561961699,-0.5263432725047846,2.28,22.5,84,1.38,1.76,0.48,1.63,3.3,0.88,2.42,488
2,-0.964270038707864,-0.9392683194789319,1.94,19.0,92,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312
2,-1.7177816673721322,-0.8854085307431735,2.7,20.0,94,2.74,2.92,0.29,2.49,2.65,0.96,3.26,680
2,-1.9030714121256387,1.2600063872312008,1.82,19.5,107,3.18,2.58,0.24,3.58,2.9,0.75,2.81,562
2,-0.5936905492008488,0.08406766650047684,2.17,21.0,88,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325
2,-1.5324919226186235,0.30848345289946993,2.92,20.0,103,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607
2,-1.964834660376809,-1.4329830495567168,2.5,21.0,88,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434
2,-1.1372071338111391,-0.8495020049193348,2.5,22.5,84,2.56,2.29,0.43,1.04,2.9,0.93,3.19,385
2,-2.4342353470856977,-0.741782427447818,2.2,21.5,85,2.46,2.17,0.52,2.01,1.9,1.71,2.87,407
2,-1.4583760247172197,-0.7776889532716569,1.99,20.8,86,1.98,1.6,0.3,1.53,1.95,0.95,3.33,495
2,-0.7172170457031872,-0.6520161128882207,2.19,22.5,108,2.0,2.09,0.34,1.61,2.06,1.06,2.96,345
2,-0.28487430794500185,0.9817308120964493,1.98,16.0,80,1.63,1.25,0.43,0.83,3.4,0.7,2.12,372
2,-1.2360283310130102,0.9817308120964493,2.0,19.0,87,2.0,1.64,0.37,1.87,1.28,0.93,3.05,564
2,-1.9154240617758747,0.057137772132597436,2.42,20.0,96,2.9,2.79,0.32,1.83,3.25,0.8,3.39,625
2,-1.7795449156233003,-0.25704432882599304,3.23,28.5,119,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465
2,-0.7172170457031872,1.8793939576924215,2.73,26.5,102,2.2,2.13,0.43,1.71,2.08,0.92,3.12,365
2,0.060999882261548254,3.1091924671589037,2.13,21.5,86,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380
2,-1.3966127764660516,1.7716743802209045,2.39,21.0,82,2.86,3.03,0.21,2.91,2.8,0.75,3.64,380
2,-1.1495597834613727,-0.15830138281043576,2.17,21.0,85,2.6,2.65,0.37,1.35,2.76,0.86,3.28,378
2,-0.7048643960529536,-0.7238291645358985,2.29,21.5,86,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352
2,-1.4954339736679227,-0.18523127717831514,2.78,28.5,92,2.13,2.24,0.58,1.76,3.0,0.97,2.44,466
2,-0.7789802939543575,-0.6340628499763014,2.3,24.5,88,2.22,2.45,0.4,1.9,2.12,0.89,2.78,342
2,-1.1866177324120757,1.7626977487649451,2.38,22.0,80,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580
3,-0.17370046109289708,-0.8854085307431735,2.32,18.0,122,1.51,1.25,0.21,0.94,4.1,0.76,1.29,630
3,-0.14899516179242764,0.5867590280342214,2.4,20.0,104,1.3,1.22,0.24,0.83,5.4,0.74,1.42,530
3,-0.23546370934406516,-0.02365191097103996,2.4,24.0,98,1.15,1.09,0.27,0.83,5.7,0.66,1.36,560
3,-0.37134285549663937,1.0894503895679657,2.36,21.5,106,1.7,1.2,0.17,0.84,5.0,0.78,1.29,600
3,-0.6060431988510825,-0.9841514767587306,2.25,17.5,85,2.0,0.58,0.6,1.25,5.45,0.75,1.51,650
3,-0.49486935199897775,0.11099756086835583,2.2,18.5,94,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695
3,-0.9272120897571632,2.1397162699152537,2.54,21.0,89,1.38,0.47,0.53,0.8,3.85,0.75,1.27,720
3,-0.5813378995506152,2.8488701549360718,2.64,25.0,96,1.79,0.6,0.63,1.1,5.0,0.82,1.69,515
3,0.6045164668718385,1.1253569153918046,2.19,19.5,88,1.62,0.48,0.58,0.88,5.7,0.81,1.82,580
3,-0.1984057603933643,0.5598291336663421,2.61,24.0,101,2.32,0.6,0.53,0.81,4.92,0.89,2.15,590
3,-0.08723191354125955,0.4251796618269463,2.7,21.0,96,1.54,0.5,0.53,0.75,4.6,0.77,2.31,600
3,0.443932021418797,0.20076387542795315,2.35,20.0,89,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780
3,0.6415744158225393,0.7483383942414963,2.72,23.5,97,1.55,0.52,0.5,0.55,4.35,0.89,2.06,520
3,0.7651009123248776,2.3461787934023275,2.35,20.0,92,2.0,0.8,0.47,1.02,4.4,0.91,2.05,550
3,-0.9272120897571632,1.3856792276146368,2.2,18.5,112,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855
3,0.19687902841412025,1.1074036524798851,2.15,21.0,102,1.5,0.55,0.43,1.3,4.0,0.6,1.68,830
3,1.0862698032309606,2.426968476505965,2.23,20.0,80,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415
3,-0.16134781144266347,2.040973323899697,2.48,21.5,86,1.7,0.65,0.47,0.86,7.65,0.54,1.86,625
3,0.3945214228178625,0.8111748144332146,2.38,21.5,92,1.93,0.76,0.45,1.25,8.42,0.55,1.62,650
3,0.0980578312122491,1.4036324905265563,2.36,21.5,113,1.41,1.39,0.34,1.14,9.4,0.57,1.33,550
3,0.6168691165220721,0.7034552369616978,2.62,24.0,123,1.4,1.57,0.22,1.25,8.6,0.59,1.3,500
3,-0.26016900864453457,0.29950682144351004,2.48,22.0,112,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480
3,0.13511578016294998,-0.3916938006653888,2.75,25.5,116,2.2,1.28,0.26,1.56,7.1,0.61,1.33,425
3,0.28334757596575777,0.8650346031689726,2.28,18.5,98,1.8,0.83,0.61,1.87,10.52,0.56,1.51,675
3,-0.519574651299445,-0.9392683194789319,2.1,20.0,103,1.48,0.58,0.53,1.4,7.6,0.58,1.55,640
3,0.20923167806435386,2.561617948345361,2.32,22.0,93,1.74,0.63,0.61,1.55,7.9,0.6,1.48,725
3,1.0368592046300238,1.6011183825576702,2.38,19.5,89,1.8,0.83,0.48,1.56,9.01,0.57,1.64,480
3,-0.6801590967524864,0.62266555385806,2.64,27.0,97,1.9,0.58,0.63,1.14,7.5,0.67,1.73,880
3,1.654491687141718,-0.5891796926965027,2.7,25.0,98,2.8,1.31,0.53,2.7,13.0,0.57,1.96,660
3,0.5921638172216048,-0.5981563241524624,2.64,22.5,89,2.6,1.1,0.52,2.29,11.75,0.57,1.78,620
3,-0.7913329436045912,1.3407960703348383,2.38,21.0,88,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520
3,0.8515694598765152,0.8291280773451336,2.54,20.0,107,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680
3,-0.1860531107431307,0.8381047088010936,2.58,22.0,106,1.65,0.6,0.6,0.96,5.58,0.87,2.11,570
3,-0.0501739645905565,0.9996840750083688,2.35,18.5,106,1.39,0.7,0.4,0.94,5.28,0.68,1.75,675
3,0.96274330672862,0.3802965045471474,2.3,22.0,90,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615
3,0.9009800584774519,1.816557537500704,2.26,22.5,88,1.28,0.47,0.52,1.15,6.62,0.78,1.75,520
3,0.5551058682709018,1.224099861407362,2.6,23.0,111,1.7,0.92,0.43,1.46,10.68,0.85,1.56,695
3,-0.22311105969383155,0.9278710233606909,2.3,19.5,88,1.48,0.66,0.4,0.97,10.26,0.72,1.75,685
3,0.7156903137239432,0.21871713833987264,2.69,24.5,105,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750
3,0.49334262001973367,2.0319966924437365,2.86,25.0,112,1.98,0.96,0.27,1.11,8.5,0.67,1.92,630
3,-0.9889753380083335,0.62266555385806,2.32,19.0,96,1.25,0.49,0.4,0.73,5.5,0.66,1.83,510
3,-0.28487430794500185,0.048161140676637904,2.28,19.5,86,1.39,0.51,0.48,0.64,9.899999,0.57,1.63,470
3,1.4321439934375084,0.1558807181481543,2.48,20.0,91,1.68,0.7,0.44,1.24,9.7,0.62,1.71,660
3,0.8762747591769846,2.9745429953195086,2.45,20.5,95,1.68,0.61,0.52,1.06,7.7,0.64,1.74,740
3,0.49334262001973367,1.412609121982516,2.48,23.0,102,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750
3,0.33275817456669227,1.744744485853026,2.26,20.0,120,1.59,0.69,0.43,1.35,10.2,0.59,1.56,835
3,0.20923167806435386,0.22769376979583217,2.37,20.0,120,1.65,0.68,0.53,1.46,9.3,0.6,1.62,840
3,1.3950860444868076,1.5831651196457504,2.74,24.5,96,2.05,0.76,0.56,1.35,9.2,0.61,1.6,560
